"Timestamp"," 1. What is your year of study? ","2. Are you a domestic or international student? (Domestic meaning you lived or resided in Canada 3+ years before starting university. International meaning you lived abroad prior to beginning university studies). ","3. Which degree are you currently pursuing?","4.  What do you identify as? (Self-Identification is voluntary and you can choose to select the option of ""I do not wish to answer"")","5. Do you identify as someone with Accessibility Needs? ","6. What is your CGPA?","7. What kind of classes are you currently attending? ","8. For in-person classes, on average, how long is your commute to UTM? (One-way)","9. The location of where I am currently living impacts my attendance for in-person class (on-campus vs. off-campus). ","10. My type of commute to school determines whether I’m more likely to attend an in-person class (Walking, Bus, Train, Car, etc.) ","11. My commute time impacts my in-person class attendance. ","12. What would be your most common reasons for skipping an in-person class? Please select your top 3.   ","13. What would be your most common reasons for skipping online classes? Please select your top 3. "," Traditional style lecture (professor teaching material through educational talk, slides, and physical examples)  ","Hybrid style lecture including collaborative group work and presentations","Live Lectures (Synchronous) ","Recorded lectures with Office Hours (Asynchronous) ","14. On average, for a particular course in each semester how often do you say you skip (online or in-person) classes? ","15. Which classes based on Eastern Time are you more likely to skip?","16. Are you more likely to attend class (online or in-person) if the professor requires mandatory participation during lecture (class discussions, quizzes using software such as Quercus, TopHat, etc.)?  ","18. Do you feel your attendance affects your overall CGPA? ","19. Generally, do you classify yourself as one who attends or skips class? "
"2021/02/10 5:53:43 PM AST","Third","International","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.);Lack of motivation, and also if classes are asynchronous im more likely not to attend.","3","2","1","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:53:45 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","3","3","3","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:53:58 PM AST","First","Domestic","Bachelor of Commerce","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","4","2","4","1","Never","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 5:54:14 PM AST","Third","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","1","1","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:54:25 PM AST","Second","International","Bachelor of Commerce","Male","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.)","3","2","3","1","Sometimes (50% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","No","Skip"
"2021/02/10 5:54:28 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;General sickness (headaches, cold, fever, etc.)","4","2","1","4","Rarely (25% of the time)","Night (9pm - 6:59am)","Yes","No","Attend"
"2021/02/10 5:54:53 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","Yes","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","3","3","4","4","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Skip"
"2021/02/10 5:55:05 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","4","1","1","4","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 5:55:14 PM AST","Second","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","Technical issues (connection, equipment, etc.)","2","2","2","1","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 5:55:15 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Mental health as a result of COVID-19 (stress, etc.)","2","4","3","1","Always","Evening (4:00 pm – 9:00 pm)","Yes","No","Skip"
"2021/02/10 5:55:33 PM AST","Fourth","Domestic","Honours Bachelor of Science","Other","I do not wish to answer","3.5 - 4.0","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","3","1","4","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:55:44 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","A combination of online and in person courses","31-60 min","Strongly Agree","Strongly Agree","Strongly Agree","Time of Class;To Study (Prepare for a Test or Assignment);Instructor posts class material online (lecture notes, recordings, etc.)","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","3","1","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 5:55:56 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","2","2","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:55:57 PM AST","First","International","Bachelor of Commerce","Female","No","2.0 - 2.99","Only online courses","","","","","","Time of Class as per your time zone;Poor sleep habits;Technical issues (connection, equipment, etc.)","3","3","2","3","Rarely (25% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Attend"
"2021/02/10 5:55:58 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Technical issues (connection, equipment, etc.);Easy to use external resources if needed (Internet, friends, etc.)","1","2","2","1","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:55:59 PM AST","First","Domestic","Honours Bachelor of Science","Female","No","N/A (if you have not completed your first semester)","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.)","4","4","4","2","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","Yes","Attend"
"2021/02/10 5:56:00 PM AST","Third","Domestic","Honours Bachelor of Science","Male","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","2","3","1","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:56:04 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","4","2","4","1","Sometimes (50% of the time)","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Attend"
"2021/02/10 5:56:11 PM AST","First","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","2","4","3","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","No","No","Attend"
"2021/02/10 5:56:17 PM AST","First","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.)","4","2","4","3","Never","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:56:27 PM AST","Fourth","Domestic","Honours Bachelor of Arts","I do not wish to answer","Yes","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Dislike of teaching method;Accessibility Needs;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","2","3","2","3","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","No","Yes","Skip"
"2021/02/10 5:56:34 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","1","3","1","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:56:47 PM AST","Fourth","Domestic","Honours Bachelor of Arts","Female","Yes","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);Easy to use external resources if needed (Internet, friends, etc.)","2","2","1","4","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 5:57:22 PM AST","Second","Domestic","Honours Bachelor of Arts","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","1","4","4","1","Frequently (75% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 5:57:49 PM AST","Second","International","Honours Bachelor of Arts","Female","No","Prefer not to answer","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Technical issues (connection, equipment, etc.)","2","2","2","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:57:57 PM AST","Second","International","Honours Bachelor of Arts","Female","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Accessibility Needs;Mental health as a result of COVID-19 (stress, etc.)","4","1","2","4","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","No","Attend"
"2021/02/10 5:58:05 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","No","3.5 - 4.0","Only online courses","","","","","","Dislike of teaching method;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.);Easy to use external resources if needed (Internet, friends, etc.)","3","1","4","2","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:58:28 PM AST","Fourth","International","Bachelor of Commerce","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.);More flexible to listen to recordings (taking breaks etc.)","2","3","2","2","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:58:30 PM AST","Fourth","International","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Mental health as a result of COVID-19 (stress, etc.)","4","3","2","2","Rarely (25% of the time)","Night (9pm - 6:59am)","Yes","Yes","Skip"
"2021/02/10 5:58:33 PM AST","More than 4","Domestic","Honours Bachelor of Science","Female","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Technical issues (connection, equipment, etc.);General sickness (headaches, cold, fever, etc.)","1","3","1","2","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 5:58:39 PM AST","First","Domestic","Bachelor of Commerce","Female","No","3.0 - 3.49","Only online courses","","","","","","To Work;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","3","3","4","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:58:41 PM AST","Second","Domestic","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Work;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","2","4","3","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:58:43 PM AST","First","International","Honours Bachelor of Science","Male","No","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method","2","3","2","2","Very Rarely (less than 5% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:58:54 PM AST","Third","Domestic","Bachelor of Commerce","Female","I do not wish to answer","3.0 - 3.49","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;General sickness (headaches, cold, fever, etc.)","3","3","2","4","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:59:00 PM AST","Fourth","International","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","Time of Class as per your time zone;To Study (Prepare for a Test or Assignment);Poor sleep habits","1","4","1","2","Never","Afternoon (12:00pm – 3:59 pm)","Yes","Yes","Attend"
"2021/02/10 5:59:04 PM AST","Second","Domestic","Honours Bachelor of Arts","Female","Yes","3.5 - 4.0","Only online courses","","","","","","Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.);Easy to use external resources if needed (Internet, friends, etc.)","2","3","1","4","Rarely (25% of the time)","Morning (7:00am – 11:59am)","Yes","Yes","Attend"
"2021/02/10 5:59:13 PM AST","Second","Domestic","Honours Bachelor of Science","Female","No","3.0 - 3.49","Only online courses","","","","","","Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.);General sickness (headaches, cold, fever, etc.)","1","2","2","1","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","Yes","No","Attend"
"2021/02/10 5:59:14 PM AST","First","Domestic","Honours Bachelor of Science","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","1","4","2","1","Sometimes (50% of the time)","Morning (7:00am – 11:59am)","No","No","Skip"
"2021/02/10 5:59:15 PM AST","Third","Domestic","Honours Bachelor of Science","Female","No","2.0 - 2.99","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Dislike of teaching method;Mental health as a result of COVID-19 (stress, etc.)","2","1","3","4","Rarely (25% of the time)","Evening (4:00 pm – 9:00 pm)","No","No","Attend"
"2021/02/10 5:59:19 PM AST","Third","Domestic","Honours Bachelor of Arts","Male","No","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.)","1","1","1","1","Never","Night (9pm - 6:59am)","Yes","Yes","Attend"
"2021/02/10 5:59:24 PM AST","Fourth","Domestic","Honours Bachelor of Science","Female","I do not wish to answer","3.5 - 4.0","Only online courses","","","","","","To Study (Prepare for a Test or Assignment);To Work;Poor sleep habits;Mental health as a result of COVID-19 (stress, etc.);Technical issues (connection, equipment, etc.)","1","1","2","4","Very Rarely (less than 5% of the time)","Night (9pm - 6:59am)","Yes","Yes","Attend"
